Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ARUNACHAL PRADESH,Gender-Neutral,1,0,1,0,1,0,8,1,1,0,13
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ARUNACHAL PRADESH,Female-only (including Supernumerary),0,0,0,0,0,0,3,0,0,0,3
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanARUNACHAL PRADESH,Gender-Neutral,6,1,2,0,1,0,1,0,3,0,14
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanARUNACHAL PRADESH,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",ARUNACHAL PRADESH,Gender-Neutral,1,0,1,0,1,0,8,0,1,0,12
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",ARUNACHAL PRADESH,Female-only (including Supernumerary),0,0,1,0,0,0,3,0,0,0,4
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanARUNACHAL PRADESH,Gender-Neutral,6,0,1,0,2,1,0,0,3,0,13
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanARUNACHAL PRADESH,Female-only (including Supernumerary),1,0,0,0,0,0,1,0,1,0,3
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,16,1,5,0,5,0,2,0,10,1,40
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),4,0,0,0,2,0,1,0,3,0,10
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,15,1,4,0,5,1,2,0,11,0,39
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),3,0,1,0,2,0,1,0,2,1,10
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,16,1,4,0,7,1,4,0,12,1,46
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),5,0,1,0,2,0,1,1,2,0,12
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,17,0,4,1,7,1,3,0,11,1,45
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),5,1,1,0,2,0,1,0,3,0,13
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,16,2,4,0,7,0,3,1,12,1,46
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),5,1,1,0,1,0,0,0,3,0,11
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,17,2,4,0,6,1,3,0,12,1,46
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),4,0,1,1,1,0,0,0,4,0,11
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,18,0,4,0,6,1,3,1,11,1,45
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),5,1,2,0,2,0,1,0,2,0,13
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,17,0,4,1,7,1,3,0,11,1,45
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),5,1,1,0,2,0,1,0,3,0,13
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,18,0,5,0,7,0,2,0,12,1,45
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),5,1,1,0,2,0,1,0,3,0,13
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,19,0,4,0,6,0,3,0,12,1,45
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,12
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,1,2,0,5,0,4,0,12,0,39
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),5,0,1,0,1,0,1,0,2,0,10
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,17,0,4,1,6,0,3,0,10,0,41
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),4,0,0,0,1,0,1,0,3,0,9
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,10,0,3,0,3,0,2,0,7,0,25
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,10,1,3,0,3,0,2,0,6,0,25
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,3,1,1,0,2,0,2,0,3,0,12
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),1,0,1,0,0,0,0,0,1,0,3
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Gender-Neutral,4,0,2,0,2,0,2,0,2,0,12
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",Other thanJHARKHAND,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,21,1,6,0,8,0,4,1,14,1,56
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),6,1,1,0,2,0,0,0,4,0,14
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,20,1,6,0,9,0,5,0,14,1,56
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,14
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,9,1,2,0,4,0,2,0,6,0,24
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,10,1,2,0,3,0,1,0,5,1,23
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,7
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,22,0,6,0,8,1,5,0,14,1,57
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),5,1,1,0,2,0,0,0,4,0,13
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,21,1,6,0,7,1,5,0,14,1,56
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),7,0,1,0,2,0,0,0,4,0,14
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,21,1,6,0,7,1,5,0,14,1,56
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),7,0,1,0,2,0,0,0,4,0,14
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,22,0,5,1,9,0,4,1,14,1,57
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),5,1,1,0,2,0,0,0,4,0,13
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,10,0,2,0,3,0,2,0,6,1,24
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),1,1,1,0,1,0,1,0,1,0,6
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,9,1,2,0,4,0,1,0,6,1,24
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,1,0,6
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,8,1,1,0,4,0,2,0,6,0,22
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,7
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,21,1,5,1,8,1,5,0,14,1,57
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),6,0,1,0,2,0,0,0,4,0,13
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,22,0,6,0,7,1,5,0,14,1,56
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),6,1,1,0,1,0,1,0,4,0,14
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,9,1,2,0,3,0,2,0,7,0,24
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,6
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,9,1,2,0,4,0,1,0,6,0,23
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,7
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,21,1,5,1,8,0,5,0,15,0,56
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),7,0,1,0,2,0,0,0,3,1,14
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,22,0,5,1,9,0,5,0,14,1,57
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),5,1,1,0,1,1,0,0,4,0,13
"National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,33,1,8,1,12,1,5,1,21,1,84
"National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)",HARYANA,Female-only (including Supernumerary),7,1,2,0,3,0,2,0,6,0,21
"National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Gender-Neutral,33,2,7,1,12,1,4,1,21,1,83
"National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)",Other thanHARYANA,Female-only (including Supernumerary),7,1,2,0,3,0,3,0,6,0,22
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,6,0,2,0,0,0,4,0,3,0,15
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",MANIPUR,Female-only (including Supernumerary),1,0,0,0,0,0,2,0,1,0,4
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Gender-Neutral,6,0,2,0,2,1,1,0,4,0,16
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Female-only (including Supernumerary),2,0,0,0,0,0,0,0,1,0,3
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,11,1,2,1,1,0,7,1,5,0,29
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",MANIPUR,Female-only (including Supernumerary),3,0,1,0,0,0,3,0,1,0,8
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Gender-Neutral,10,1,3,0,4,0,3,0,9,0,30
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,7
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,5,1,2,0,1,0,4,0,2,0,15
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",MANIPUR,Female-only (including Supernumerary),1,0,0,0,0,0,2,0,1,0,4
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Gender-Neutral,6,0,2,0,2,0,1,0,3,1,15
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,5,1,2,0,0,0,4,0,3,0,15
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MANIPUR,Female-only (including Supernumerary),2,0,0,0,0,0,2,0,0,0,4
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Gender-Neutral,5,0,2,0,2,0,2,0,3,1,15
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,6,0,2,0,0,0,4,1,3,0,16
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",MANIPUR,Female-only (including Supernumerary),2,0,0,0,0,0,1,0,0,0,3
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Gender-Neutral,5,1,2,0,2,0,1,0,4,0,15
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanMANIPUR,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,5,0,1,0,1,0,1,0,4,1,13
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",MIZORAM,Female-only (including Supernumerary),2,0,0,0,1,0,1,0,1,0,5
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Gender-Neutral,5,0,1,0,2,0,1,0,4,0,13
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,5
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,5,0,1,0,2,0,1,0,4,0,13
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",MIZORAM,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,5
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Gender-Neutral,4,1,1,0,2,0,1,0,4,0,13
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,5
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,5,1,1,0,2,0,1,0,4,0,14
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",MIZORAM,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,1,0,6
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,4,0,1,0,2,0,1,0,4,0,12
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MIZORAM,Female-only (including Supernumerary),2,1,1,0,1,0,0,0,1,0,6
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Gender-Neutral,6,0,1,0,2,0,1,0,4,0,14
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Female-only (including Supernumerary),1,0,1,0,0,0,1,0,1,0,4
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,2,0,1,0,0,0,0,0,1,0,4
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",MIZORAM,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",Other thanMIZORAM,Gender-Neutral,2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",Other thanMIZORAM,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,5,0,0,1,2,0,1,0,4,0,13
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",MIZORAM,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,5
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Gender-Neutral,5,0,1,0,2,1,2,0,3,0,14
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanMIZORAM,Female-only (including Supernumerary),2,0,1,0,0,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,6,1,1,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,6,1,1,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,6,0,2,0,2,0,2,0,5,0,17
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),1,0,1,0,1,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,6,1,2,0,3,0,1,0,4,0,17
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,2,0,5
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,7,0,25
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,2,0,6
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,7,0,25
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,2,0,6
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,12,1,3,0,4,0,2,0,7,1,30
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,10
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,12,1,3,0,4,0,2,0,7,1,30
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,10
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,17,1,4,1,6,1,3,0,11,1,45
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),4,1,0,1,1,0,1,0,3,0,11
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,17,1,4,1,5,1,3,1,11,1,45
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),4,0,1,0,2,1,1,0,3,0,12
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,17,1,4,1,6,1,3,0,11,1,45
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),4,1,1,0,1,1,1,0,2,1,12
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,17,1,4,1,6,1,3,0,11,1,45
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),4,1,1,0,1,0,1,0,2,1,11
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,1,0,6
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,1,0,6
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,17,1,5,0,6,1,2,1,10,1,44
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),4,0,1,0,2,0,1,1,3,1,13
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,17,1,5,0,6,1,2,1,10,1,44
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,1,12
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,6,1,25
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,7
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,6,1,25
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),1,0,1,0,1,0,1,0,2,0,6
"National Institute of Technology, Rourkela","Mining Engineering  (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,7,0,2,0,3,0,2,0,5,0,19
"National Institute of Technology, Rourkela","Mining Engineering  (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
